"id","age","min","num_lineage_tokens","num_lineage_elements","num_quality_tokens","num_quality_elements"
145199,"2015-10-01","""FGDC""",5,5,5,5
145201,"","""ISO""",1,1,,0
145230,"2015-10-01","""FGDC""",2905,5,158,5
145235,"2015-01-01","""FGDC""",3564,2,52,2
145259,"","""ISO""",1,1,2,1
145268,"2014-06-01","""ISO""",41,1,22,1
145279,"2013-06-01","""ISO""",,0,,0
145286,"2012-09-01","""ISO""",,0,,0
145288,"2011-10-01","""FGDC""",1200,15,642,15
145290,"","""ISO""",1,1,,0
145308,"2014-10-01","""FGDC""",324,4,180,4
145323,"","""ISO""",,0,,0
145332,"1998-07-01","""FGDC""",650,15,1053,15
145349,"2014-10-01","""FGDC""",1887,3,167,3
145357,"2008-08-01","""FGDC""",620,10,386,10
145388,"","""ISO""",,0,,0
145390,"2015-07-01","""FGDC""",28,8,8,8
145402,"2010-08-01","""FGDC""",90,8,28,8
145420,"2015-03-01","""ISO""",,0,,0
145439,"2015-07-01","""FGDC""",4014,36,3588,36
145463,"","""ISO""",69,1,,0
145472,"2011-05-01","""FGDC""",615,10,428,10
145483,"2014-12-01","""ISO""",,0,22,1
145488,"2007-09-01","""FGDC""",370,15,2190,15
145490,"2012-09-01","""FGDC""",,0,,0
145491,"2012-06-01","""FGDC""",2516,4,237,4
145498,"","""ISO""",,0,,0
145499,"2008-08-01","""FGDC""",,0,,0
145525,"2008-12-01","""FGDC""",336,7,76,7
145530,"2014-12-01","""ISO""",,0,60,2
145531,"","""ISO""",9,1,,0
145560,"","""ISO""",,0,,0
145595,"2005-08-01","""FGDC""",1905,3,167,3
145605,"2014-02-01","""FGDC""",95,5,150,5
145610,"2015-08-01","""FGDC""",,0,,0
145625,"2008-09-01","""ISO""",,0,250,2
145647,"2009-01-01","""FGDC""",708,12,436,12
145658,"2003-11-01","""FGDC""",18,5,,0
145685,"2012-09-01","""FGDC""",,0,,0
145698,"","""ISO""",,0,,0
145709,"2012-09-01","""ISO""",,0,,0
145710,"2012-09-01","""FGDC""",,0,,0
145722,"1992-12-01","""FGDC""",1887,3,167,3
145730,"2006-08-01","""FGDC""",1060,16,1008,16
145761,"2013-10-01","""FGDC""",760,4,127,4
145774,"2013-10-01","""FGDC""",1010,10,190,10
145787,"2013-04-01","""FGDC""",,0,,0
145813,"2015-10-01","""FGDC""",2905,5,158,5
145832,"2012-06-01","""ISO""",,0,44,2
145833,"2014-01-01","""ISO""",,0,,0
145838,"2008-08-01","""ISO""",,0,,0
145850,"2009-12-01","""ISO""",,0,98,2
145862,"2014-07-01","""FGDC""",,0,,0
145870,"","""ISO""",139,1,,0
145882,"2011-05-01","""ISO""",,0,190,2
145884,"2015-06-01","""FGDC""",368,20,395,20
145886,"","""ISO""",29,1,,0
145894,"2007-10-01","""FGDC""",1887,3,167,3
145918,"2015-08-01","""ISO""",172,1,,0
145922,"2008-08-01","""FGDC""",620,10,388,10
145930,"2014-12-01","""ISO""",,0,49,1
145932,"2015-10-01","""FGDC""",,0,,0
145964,"2011-07-01","""FGDC""",610,10,564,10
145974,"2015-07-01","""FGDC""",868,4,56,4
145976,"1990-11-01","""FGDC""",1887,3,167,3
145982,"2012-09-01","""FGDC""",,0,,0
145998,"","""ISO""",,0,,0
146052,"2012-12-01","""ISO""",,0,118,2
146072,"2014-12-01","""FGDC""",935,10,838,10
146103,"2006-01-01","""FGDC""",1015,7,764,7
146105,"2008-07-01","""FGDC""",620,10,388,10
146124,"2013-06-01","""ISO""",,0,,0
146128,"2012-02-01","""FGDC""",1887,3,167,3
146131,"2012-12-01","""ISO""",,0,326,2
146132,"2011-11-01","""FGDC""",774,6,78,6
146137,"2015-03-01","""ISO""",,0,,0
146143,"2015-07-01","""FGDC""",,0,,0
146146,"2012-09-01","""FGDC""",,0,,0
146158,"","""ISO""",,0,,0
146176,"","""ISO""",9,1,,0
146188,"2014-07-01","""FGDC""",62,2,21,2
146189,"","""ISO""",82,1,,0
146235,"2012-03-01","""ISO""",,0,126,2
146242,"2011-06-01","""FGDC""",13988,12,1794,12
146252,"2008-12-01","""FGDC""",1887,3,167,3
146255,"2003-11-01","""FGDC""",8,4,,0
146319,"2015-07-01","""FGDC""",420,4,418,4
146327,"2015-10-01","""FGDC""",2905,5,158,5
146331,"2007-06-01","""ISO""",,0,190,2
146338,"2014-03-01","""FGDC""",310,5,112,5
146352,"2011-03-01","""ISO""",,0,34,2
146395,"2003-07-01","""FGDC""",2769,27,9594,27
146416,"2015-10-01","""FGDC""",2905,5,158,5
146431,"2014-08-01","""FGDC""",1887,3,167,3
146443,"2014-10-01","""FGDC""",51,3,210,3
146504,"2015-05-01","""ISO""",18,1,54,1
146512,"2015-03-01","""ISO""",,0,2,2
146520,"2004-11-01","""FGDC""",345,6,100,6
146535,"2015-06-01","""ISO""",12,2,,0
146572,"2015-01-01","""ISO""",,0,40,2
146578,"","""ISO""",,0,,0
146589,"2007-04-01","""FGDC""",1905,3,167,3
146601,"2009-11-01","""FGDC""",2115,3,167,3
146612,"2015-10-01","""FGDC""",2905,5,158,5
146627,"2008-05-01","""FGDC""",2115,3,167,3
146629,"2012-10-01","""ISO""",,0,198,2
146642,"2015-08-01","""ISO""",6,1,,0
146653,"2011-09-01","""FGDC""",1887,3,167,3
146668,"2015-10-01","""FGDC""",2905,5,158,5
146672,"2013-10-01","""FGDC""",,0,1,1
146675,"2012-09-01","""ISO""",,0,,0
146678,"","""ISO""",1,1,,0
146686,"2001-06-01","""ISO""",,0,22,2
146703,"","""ISO""",29,1,,0
146712,"1998-07-01","""FGDC""",475,10,702,10
146716,"2010-04-01","""FGDC""",,0,8,4
146721,"2014-12-01","""FGDC""",345,10,580,10
146725,"2007-08-01","""FGDC""",740,12,417,12
146727,"2014-07-01","""FGDC""",1816,20,620,20
146736,"","""ISO""",7,1,,0
146764,"","""ISO""",66,1,,0
146778,"2010-04-01","""FGDC""",316,16,620,16
146821,"2012-06-01","""FGDC""",2516,4,237,4
146828,"","""ISO""",29,1,,0
146832,"2014-07-01","""FGDC""",2095,10,290,10
146853,"2013-06-01","""ISO""",41,1,22,1
146854,"2015-08-01","""ISO""",16,1,,0
146880,"2015-08-01","""ISO""",18,1,,0
146886,"","""ISO""",,0,,0
146894,"2014-11-01","""FGDC""",335,5,78,5
146901,"2006-01-01","""FGDC""",1905,3,167,3
146905,"2013-08-01","""FGDC""",1048,24,762,24
146930,"2012-03-01","""ISO""",,0,80,2
146932,"2004-05-01","""ISO""",,0,32,2
146933,"","""ISO""",413,1,,0
146938,"","""ISO""",14,1,6,1
146948,"","""ISO""",7,1,,0
146955,"2015-06-01","""ISO""",9,1,,0
146962,"","""ISO""",,0,,0
146973,"2004-11-01","""FGDC""",780,8,112,8
146990,"","""ISO""",231,1,221,1
146998,"2009-12-01","""FGDC""",1887,3,167,3
147058,"2013-03-01","""FGDC""",3410,5,228,5
147077,"","""ISO""",,0,,0
147104,"2012-10-01","""FGDC""",1887,3,167,3
147119,"2007-08-01","""FGDC""",740,12,417,12
147126,"2012-09-01","""FGDC""",,0,,0
147149,"2012-09-01","""ISO""",,0,,0
147169,"2015-07-01","""FGDC""",52,4,4,4
147170,"2014-04-01","""FGDC""",,0,,0
147206,"2008-07-01","""FGDC""",560,5,108,5
147210,"2012-03-01","""FGDC""",1932,4,245,4
147230,"","""ISO""",,0,,0
147255,"2007-03-01","""FGDC""",11655,147,13832,147
147257,"2006-03-01","""FGDC""",512,4,100,4
147274,"2014-06-01","""ISO""",12,1,10,1
147285,"2013-12-01","""FGDC""",1887,3,167,3
147286,"2015-01-01","""FGDC""",2668,2,37,2
147296,"","""ISO""",417,1,,0
147300,"2015-08-01","""FGDC""",8,2,4,2
147309,"2012-02-01","""FGDC""",4865,5,21,5
147313,"","""ISO""",,0,,0
147324,"2014-12-01","""FGDC""",,0,,0
147332,"2015-09-01","""ISO""",105,4,,0
147338,"","""ISO""",,0,,0
147342,"2014-12-01","""FGDC""",350,10,594,10
147360,"","""ISO""",148,1,,0
147366,"2010-04-01","""FGDC""",316,16,620,16
147369,"2013-06-01","""ISO""",41,1,22,1
147398,"2005-11-01","""FGDC""",1905,3,167,3
147423,"2012-10-01","""ISO""",,0,122,2
147429,"2012-09-01","""ISO""",,0,,0
147435,"2015-10-01","""FGDC""",2905,5,158,5
147438,"2006-09-01","""FGDC""",136,8,90,8
147447,"2012-09-01","""ISO""",,0,,0
147455,"2011-05-01","""FGDC""",1392,12,24,12
147466,"2014-10-01","""ISO""",4,1,,0
147477,"2012-09-01","""ISO""",,0,,0
147478,"2014-09-01","""ISO""",551,1,,0
147500,"2015-08-01","""FGDC""",4,4,4,4
147546,"2013-06-01","""ISO""",41,1,22,1
147568,"2004-11-01","""FGDC""",130,4,12,4
147579,"2014-08-01","""ISO""",121,1,,0
147606,"2014-03-01","""ISO""",,0,2,2
147637,"2004-11-01","""FGDC""",80,8,196,8
147648,"2013-03-01","""ISO""",,0,,0
147657,"2015-03-01","""ISO""",,0,16,2
147676,"2014-03-01","""ISO""",121,1,,0
147678,"2015-05-01","""ISO""",18,1,54,1
147695,"2011-07-01","""FGDC""",495,5,5,5
147696,"2012-01-01","""FGDC""",150,10,42,10
147742,"2014-07-01","""ISO""",,0,,0
147747,"2007-01-01","""ISO""",,0,100,2
147781,"2014-12-01","""FGDC""",3080,8,17966,8
147787,"2015-07-01","""ISO""",13,1,,0
147798,"2014-06-01","""ISO""",3,1,,0
147805,"","""ISO""",423,1,,0
147806,"2012-01-01","""FGDC""",318,3,165,3
147808,"","""ISO""",,0,,0
147811,"2011-11-01","""FGDC""",744,6,75,6
147821,"2014-07-01","""ISO""",,0,,0
147871,"1989-09-01","""FGDC""",1887,3,167,3
147877,"2014-07-01","""ISO""",,0,122,2
147906,"2009-05-01","""ISO""",,0,,0
147914,"2014-06-01","""ISO""",35,2,,0
147927,"2015-08-01","""FGDC""",,0,,0
147930,"2007-04-01","""FGDC""",1797,12,184,12
147952,"2014-01-01","""FGDC""",,0,,0
147965,"2015-10-01","""FGDC""",2905,5,158,5
147997,"2015-08-01","""ISO""",5,1,,0
148020,"","""ISO""",,0,,0
148035,"2015-10-01","""FGDC""",2905,5,158,5
148042,"2015-01-01","""ISO""",47,1,,0
148048,"2015-06-01","""ISO""",20,1,,0
148059,"2014-12-01","""FGDC""",345,10,580,10
148077,"2007-09-01","""FGDC""",6040,28,2114,28
148099,"2015-06-01","""ISO""",,0,74,2
148106,"2011-07-01","""FGDC""",146,2,256,2
148113,"2014-06-01","""ISO""",76,1,,0
148129,"2010-08-01","""FGDC""",620,10,378,10
148165,"","""ISO""",,0,,0
148199,"","""ISO""",223,1,,0
148211,"2011-05-01","""FGDC""",610,10,414,10
148212,"2013-11-01","""ISO""",41,1,22,1
148213,"2015-03-01","""ISO""",41,1,22,1
148237,"2014-09-01","""ISO""",19,1,,0
148244,"2002-05-01","""FGDC""",4,4,400,4
148285,"2010-04-01","""FGDC""",324,20,775,20
148294,"2012-10-01","""FGDC""",1528,8,164,8
148300,"2015-07-01","""ISO""",17,1,,0
148309,"2014-10-01","""ISO""",551,1,,0
148322,"2015-03-01","""ISO""",54,1,,0
148415,"","""ISO""",412,1,,0
148426,"","""ISO""",,0,,0
148429,"2006-02-01","""FGDC""",252,4,102,4
148430,"2015-10-01","""FGDC""",1887,3,167,3
148434,"2012-12-01","""ISO""",,0,2,2
148470,"2011-09-01","""FGDC""",750,10,28,10
148505,"2014-03-01","""ISO""",121,1,,0
148507,"","""ISO""",415,1,,0
148518,"2013-06-01","""FGDC""",48,3,27,3
148526,"2008-07-01","""FGDC""",110,2,219,2
148553,"2009-05-01","""FGDC""",88,2,7,2
148563,"2012-09-01","""ISO""",,0,,0
148569,"","""ISO""",9,1,,0
148571,"2011-10-01","""FGDC""",75,5,21,5
148574,"2010-12-01","""FGDC""",1887,3,167,3
148575,"2015-10-01","""FGDC""",2905,5,158,5
148585,"2008-08-01","""FGDC""",580,5,180,5
148597,"2014-10-01","""ISO""",4,1,,0
148602,"2011-09-01","""FGDC""",720,48,1176,48
148639,"2014-12-01","""ISO""",,0,21,1
148650,"2011-10-01","""FGDC""",1887,3,167,3
148671,"2015-02-01","""FGDC""",700,10,128,10
148672,"2015-09-01","""FGDC""",300,20,20,20
148673,"2012-09-01","""ISO""",,0,,0
148678,"2004-12-01","""FGDC""",600,10,108,10
148732,"2015-07-01","""ISO""",16,1,,0
148745,"2015-10-01","""FGDC""",2905,5,158,5
148776,"2015-05-01","""ISO""",18,1,54,1
148778,"2014-12-01","""FGDC""",900,10,824,10
148779,"2015-07-01","""ISO""",,0,220,2
148809,"2012-06-01","""ISO""",,0,,0
148819,"","""ISO""",1,1,,0
148833,"2015-07-01","""FGDC""",,0,,0
148843,"2015-07-01","""ISO""",,0,,0
148854,"2015-05-01","""ISO""",18,1,54,1
148860,"2007-08-01","""FGDC""",480,15,318,15
148884,"2015-08-01","""ISO""",94,2,,0
148925,"2001-12-01","""FGDC""",1887,3,167,3
148955,"2009-01-01","""ISO""",,0,108,2
148968,"2008-05-01","""FGDC""",,0,,0
148991,"","""ISO""",1,1,,0
148993,"2012-09-01","""ISO""",,0,,0
149015,"2014-06-01","""ISO""",77,1,,0
149049,"2010-04-01","""FGDC""",316,16,620,16
149056,"2015-01-01","""FGDC""",2068,8,116,8
149125,"","""ISO""",29,1,,0
149126,"2010-02-01","""FGDC""",236,4,86,4
149131,"2012-09-01","""FGDC""",516,20,595,20
149137,"2015-07-01","""FGDC""",40,4,4,4
149152,"2011-09-01","""FGDC""",1035,10,318,10
149187,"2014-08-01","""ISO""",,0,,0
149208,"2005-10-01","""FGDC""",660,15,1776,15
149222,"2012-09-01","""ISO""",,0,,0
149248,"2011-07-01","""FGDC""",146,2,256,2
149269,"","""ISO""",10,1,2,1
149302,"2013-06-01","""ISO""",41,1,22,1
149311,"2012-07-01","""FGDC""",4155,15,522,15
149327,"2011-09-01","""FGDC""",1887,3,167,3
149331,"2014-08-01","""ISO""",121,1,,0
149332,"2011-09-01","""FGDC""",2015,10,318,10
149375,"2014-09-01","""FGDC""",1300,12,369,12
149387,"2012-07-01","""FGDC""",3085,20,60,20
149393,"","""ISO""",12,1,,0
149394,"2012-04-01","""ISO""",,0,,0
149399,"2014-03-01","""FGDC""",39,3,88,3
149410,"2012-03-01","""FGDC""",350,25,325,25
149413,"2015-08-01","""ISO""",,0,48,1
149421,"2007-04-01","""ISO""",,0,18,2
149440,"2015-05-01","""ISO""",18,1,54,1
149441,"2013-07-01","""ISO""",,0,,0
149458,"1978-09-01","""FGDC""",1887,3,167,3
149508,"2009-03-01","""FGDC""",2010,20,1148,20
149510,"2013-12-01","""FGDC""",250,5,80,5
149512,"2011-09-01","""FGDC""",990,10,1134,10
149518,"2014-09-01","""ISO""",551,1,,0
149522,"2005-08-01","""FGDC""",38,1,,0
149563,"2012-09-01","""FGDC""",,0,,0
149577,"2009-09-01","""FGDC""",429,9,198,9
149578,"2015-07-01","""ISO""",5,1,,0
149604,"2015-01-01","""FGDC""",,0,,0
149636,"2011-12-01","""FGDC""",625,30,540,30
149658,"","""ISO""",29,1,,0
149671,"2013-11-01","""ISO""",41,1,22,1
149675,"2014-07-01","""FGDC""",1864,12,171,12
149690,"2015-03-01","""FGDC""",20,10,,0
149697,"2012-09-01","""FGDC""",,0,,0
149728,"2015-02-01","""FGDC""",,0,,0
149730,"2012-04-01","""ISO""",39,1,,0
149736,"2010-04-01","""FGDC""",316,16,620,16
149740,"2013-11-01","""ISO""",41,1,22,1
149749,"2004-09-01","""FGDC""",1905,3,167,3
149763,"2008-09-01","""FGDC""",1620,4,238,4
149769,"2011-07-01","""FGDC""",495,5,5,5
149779,"2009-07-01","""FGDC""",,0,,0
149795,"2015-03-01","""ISO""",41,1,22,1
149811,"2013-11-01","""ISO""",41,1,22,1
149813,"","""ISO""",,0,,0
149818,"2005-05-01","""FGDC""",623,11,,0
149828,"2009-02-01","""FGDC""",336,4,37,4
149835,"2015-07-01","""ISO""",16,1,,0
149857,"2015-10-01","""FGDC""",2905,5,158,5
149865,"2015-08-01","""ISO""",7,1,,0
149908,"","""ISO""",424,1,,0
149916,"2010-06-01","""ISO""",,0,2,2
149918,"2014-09-01","""FGDC""",375,5,23,5
149927,"2015-10-01","""FGDC""",2905,5,158,5
149934,"2015-06-01","""ISO""",6,1,,0
149936,"2011-07-01","""FGDC""",146,2,256,2
149943,"2015-09-01","""ISO""",7,1,,0
149952,"","""ISO""",1,1,,0
149955,"","""ISO""",30,1,,0
149966,"2011-06-01","""FGDC""",610,10,396,10
150045,"2015-10-01","""FGDC""",,0,,0
150068,"2015-08-01","""FGDC""",68,12,12,12
150073,"2012-02-01","""FGDC""",615,10,564,10
150082,"2009-11-01","""FGDC""",140,5,5,5
150125,"2011-11-01","""FGDC""",144,4,193,4
150130,"2015-10-01","""FGDC""",2905,5,158,5
150141,"2015-05-01","""FGDC""",164,4,74,4
150149,"2014-04-01","""FGDC""",,0,,0
150183,"2014-06-01","""FGDC""",115,5,199,5
150185,"2015-02-01","""FGDC""",268,8,184,8
150192,"2005-07-01","""FGDC""",2256,36,1575,36
150214,"2015-08-01","""ISO""",37,1,,0
150219,"2013-04-01","""FGDC""",,0,,0
150233,"2014-12-01","""FGDC""",935,10,838,10
150239,"2015-03-01","""ISO""",21,1,,0
150264,"","""ISO""",,0,,0
150291,"","""ISO""",,0,,0
150297,"2008-03-01","""FGDC""",337,2,50,2
150306,"2015-06-01","""ISO""",49,1,,0
150314,"2011-11-01","""ISO""",,0,,0
150319,"2015-05-01","""ISO""",18,1,54,1
150346,"2014-12-01","""FGDC""",935,10,862,10
150392,"2003-07-01","""FGDC""",12,6,72,6
150407,"2014-03-01","""ISO""",121,1,,0
150413,"","""ISO""",155,1,,0
150461,"2014-11-01","""ISO""",,0,2,2
150465,"2008-02-01","""ISO""",,0,2,2
150470,"2008-09-01","""FGDC""",620,10,374,10
150476,"2015-08-01","""FGDC""",,0,,0
150494,"2007-10-01","""ISO""",,0,2,2
150509,"2010-11-01","""FGDC""",1887,3,167,3
150530,"2013-09-01","""FGDC""",,0,1,1
150539,"2010-08-01","""FGDC""",620,10,310,10
150591,"2013-12-01","""ISO""",,0,104,2
150594,"1986-10-01","""FGDC""",1887,3,167,3
150596,"2015-08-01","""FGDC""",544,4,647,4
150617,"2015-01-01","""FGDC""",,0,,0
150639,"2015-04-01","""ISO""",,0,22,1
150661,"2007-12-01","""FGDC""",1887,3,167,3
150663,"2015-08-01","""FGDC""",60,8,8,8
150670,"","""ISO""",,0,,0
150672,"2015-10-01","""FGDC""",2905,5,158,5
150693,"2008-10-01","""FGDC""",555,10,286,10
150720,"2012-02-01","""FGDC""",610,10,564,10
150727,"2012-06-01","""ISO""",,0,,0
150754,"2008-12-01","""FGDC""",1887,3,167,3
150783,"2014-03-01","""ISO""",121,1,,0
150789,"2014-03-01","""ISO""",121,1,,0
150795,"","""ISO""",,0,,0
150797,"2015-08-01","""ISO""",41,1,22,1
150805,"2009-01-01","""FGDC""",825,7,,0
150806,"2015-08-01","""ISO""",16,1,,0
150837,"2015-10-01","""FGDC""",,0,,0
150872,"1998-07-01","""FGDC""",650,15,1053,15
150879,"","""ISO""",,0,,0
150894,"2011-10-01","""FGDC""",180,10,106,10
150926,"2015-10-01","""FGDC""",2905,5,158,5
150928,"2011-01-01","""FGDC""",2097,3,167,3
150941,"2014-09-01","""ISO""",,0,24,2
150967,"2011-01-01","""FGDC""",610,10,382,10
150981,"","""ISO""",15,1,,0
150987,"2015-02-01","""FGDC""",48,2,21,2
150993,"2012-09-01","""ISO""",,0,,0
151006,"","""ISO""",68,1,,0
151033,"2003-09-01","""FGDC""",1887,3,167,3
151034,"2013-11-01","""ISO""",12,1,10,1
151074,"2015-04-01","""FGDC""",340,4,46,4
151076,"2008-04-01","""FGDC""",1905,3,167,3
151093,"2013-04-01","""FGDC""",365,10,538,10
151104,"2015-04-01","""ISO""",18,1,54,1
151110,"2014-01-01","""FGDC""",2670,5,357,5
151114,"2012-10-01","""FGDC""",1887,3,167,3
151128,"2015-10-01","""FGDC""",2905,5,158,5
151183,"","""ISO""",181,1,,0
151187,"2015-04-01","""ISO""",,0,,0
151199,"2014-03-01","""ISO""",121,1,,0
151244,"2015-08-01","""FGDC""",62,2,23,2
151250,"","""ISO""",33,1,,0
151256,"2014-07-01","""FGDC""",1214,18,342,18
151273,"2012-10-01","""FGDC""",,0,,0
151280,"2015-05-01","""FGDC""",525,5,169,5
151283,"2011-12-01","""FGDC""",370,25,335,25
151287,"2015-10-01","""FGDC""",,0,,0
151309,"2013-11-01","""ISO""",12,1,10,1
151310,"2012-03-01","""FGDC""",1635,5,21,5
151323,"2015-08-01","""ISO""",6,1,,0
151334,"2015-09-01","""FGDC""",104,12,12,12
151350,"2014-06-01","""ISO""",,0,,0
151386,"1998-07-01","""FGDC""",650,15,1053,15
151403,"","""ISO""",421,1,,0
151438,"2003-10-01","""FGDC""",264,20,425,20
151465,"2010-05-01","""FGDC""",30,2,142,2
151477,"2012-01-01","""FGDC""",4990,10,610,10
151479,"2014-05-01","""ISO""",176,1,,0
151498,"2014-07-01","""ISO""",,0,,0
151519,"","""ISO""",69,1,,0
151525,"2015-08-01","""ISO""",6,1,,0
151530,"2006-05-01","""FGDC""",182,6,75,6
151559,"2015-08-01","""ISO""",16,1,,0
151567,"2012-03-01","""FGDC""",,0,,0
151610,"2011-07-01","""ISO""",,0,42,2
151621,"2015-04-01","""ISO""",18,1,54,1
151632,"2015-08-01","""FGDC""",60,8,8,8
151636,"2014-05-01","""ISO""",15,1,,0
151660,"","""ISO""",,0,,0
151676,"2005-02-01","""FGDC""",930,20,160,20
151679,"2015-06-01","""ISO""",51,1,,0
151706,"2014-03-01","""ISO""",121,1,,0
151710,"2015-10-01","""FGDC""",2905,5,158,5
151715,"2014-05-01","""ISO""",25,1,,0
151723,"2009-05-01","""FGDC""",2995,20,860,20
151746,"2010-07-01","""FGDC""",130,2,140,2
151747,"2015-06-01","""FGDC""",684,6,58,6
151759,"2015-03-01","""ISO""",149,1,,0
151763,"2014-04-01","""ISO""",,0,,0
151770,"2006-07-01","""FGDC""",360,10,1460,10
151775,"2015-10-01","""FGDC""",2905,5,158,5
151789,"2015-02-01","""FGDC""",3480,5,304,5
151808,"","""ISO""",1,1,,0
151814,"2012-09-01","""ISO""",,0,,0
151816,"2012-07-01","""FGDC""",,0,,0
151857,"2011-02-01","""FGDC""",1887,3,167,3
151866,"2010-08-01","""FGDC""",68,6,123,6
151869,"2007-09-01","""FGDC""",22,2,2,2
151903,"2010-04-01","""FGDC""",316,16,620,16
151924,"2015-09-01","""FGDC""",120,4,83,4
151928,"2015-05-01","""ISO""",18,1,54,1
151933,"2013-06-01","""ISO""",,0,,0
151946,"2014-03-01","""FGDC""",,0,,0
151956,"2010-04-01","""FGDC""",316,16,620,16
151978,"2014-12-01","""FGDC""",935,10,842,10
151981,"2015-01-01","""FGDC""",2068,8,116,8
151989,"2003-03-01","""FGDC""",6,3,37,3
152007,"2012-10-01","""FGDC""",9,3,105,3
152027,"2004-05-01","""FGDC""",596,12,1914,12
152041,"2015-09-01","""FGDC""",64,4,4,4
152043,"2011-10-01","""FGDC""",2570,60,804,60
152056,"2014-12-01","""FGDC""",69,3,81,3
152085,"2014-10-01","""ISO""",4,1,,0
152088,"2015-08-01","""FGDC""",60,8,8,8
152103,"2013-10-01","""FGDC""",,0,1,1
152109,"2014-04-01","""ISO""",,0,,0
152145,"2014-03-01","""ISO""",121,1,,0
152157,"2011-06-01","""FGDC""",168,3,37,3
152169,"2014-04-01","""ISO""",,0,,0
152198,"2012-06-01","""FGDC""",328,8,678,8
152220,"2014-06-01","""ISO""",219,2,,0
152241,"2013-06-01","""ISO""",41,1,22,1
152253,"2005-02-01","""FGDC""",1887,3,167,3
152272,"2012-02-01","""FGDC""",4865,5,21,5
152277,"2012-02-01","""FGDC""",125,5,21,5
152281,"2015-10-01","""FGDC""",2905,5,158,5
152291,"2004-05-01","""FGDC""",485,15,384,15
152292,"2009-01-01","""ISO""",,0,42,2
152322,"","""ISO""",,0,20,1
152334,"2014-09-01","""FGDC""",502,2,24,2
152369,"2009-01-01","""FGDC""",447,6,194,6
152388,"","""ISO""",,0,,0
152392,"2012-06-01","""FGDC""",2516,4,237,4
152417,"2012-10-01","""FGDC""",6,3,35,3
152419,"2014-06-01","""ISO""",41,1,22,1
152449,"2012-06-01","""FGDC""",205,5,597,5
152454,"","""ISO""",,0,,0
152477,"2012-09-01","""ISO""",,0,,0
152511,"2015-07-01","""ISO""",,0,,0
152542,"2014-06-01","""ISO""",,0,,0
152573,"","""ISO""",,0,,0
152596,"","""ISO""",35,1,,0
152599,"2012-11-01","""FGDC""",350,5,891,5
152607,"2015-08-01","""ISO""",3,1,,0
152615,"","""ISO""",1,1,,0
152645,"2010-08-01","""FGDC""",380,4,4,4
152651,"2014-01-01","""FGDC""",11856,40,1750,40
152661,"2015-10-01","""FGDC""",,0,,0
152667,"2012-09-01","""ISO""",,0,,0
152700,"2014-03-01","""ISO""",121,1,,0
152705,"2014-08-01","""ISO""",22,1,,0
152728,"2015-09-01","""FGDC""",16,12,12,12
152773,"2008-02-01","""FGDC""",2,1,,0
152774,"","""ISO""",35,1,,0
152781,"1977-10-01","""FGDC""",1887,3,167,3
152808,"2015-01-01","""ISO""",70,1,,0
152812,"2012-06-01","""ISO""",,0,,0
152827,"2009-03-01","""FGDC""",64,4,274,4
152838,"2013-09-01","""FGDC""",,0,1,1
152844,"2015-08-01","""ISO""",,0,,0
152862,"2014-03-01","""ISO""",121,1,,0
152880,"1993-11-01","""FGDC""",1887,3,167,3
152893,"2005-07-01","""FGDC""",1905,3,167,3
152916,"2014-12-01","""FGDC""",935,10,752,10
152944,"2014-03-01","""ISO""",,0,2,2
152962,"","""ISO""",426,1,,0
152964,"2015-08-01","""ISO""",4,1,,0
152967,"2012-01-01","""FGDC""",24,12,80,12
152992,"2015-03-01","""ISO""",24,1,,0
152993,"2015-06-01","""ISO""",204,1,,0
153002,"2012-09-01","""FGDC""",,0,,0
153005,"2014-07-01","""ISO""",,0,,0
153043,"2008-01-01","""ISO""",,0,2,2
153059,"2012-09-01","""FGDC""",,0,,0
153068,"2015-10-01","""FGDC""",2905,5,158,5
153079,"","""ISO""",32,1,,0
153097,"","""ISO""",33,1,,0
153104,"2006-07-01","""FGDC""",1905,3,167,3
153172,"2005-05-01","""FGDC""",13,1,,0
153180,"2014-03-01","""ISO""",121,1,,0
153186,"2014-12-01","""FGDC""",33,1,,0
153193,"2014-01-01","""FGDC""",1005,15,291,15
153213,"2014-03-01","""ISO""",121,1,,0
153216,"","""ISO""",,0,,0
153217,"","""ISO""",,0,,0
153228,"2005-10-01","""ISO""",,0,54,2
153233,"2014-04-01","""FGDC""",1005,15,285,15
153279,"2014-09-01","""ISO""",50,1,,0
153280,"","""ISO""",7,1,,0
153296,"","""ISO""",8,1,,0
153304,"2012-09-01","""FGDC""",,0,,0
153311,"2015-07-01","""FGDC""",12,8,8,8
153330,"","""ISO""",,0,,0
153387,"2008-07-01","""FGDC""",110,2,219,2
153400,"2014-02-01","""FGDC""",,0,,0
153451,"2014-10-01","""ISO""",4,1,,0
153461,"","""ISO""",9,1,,0
153476,"2003-06-01","""ISO""",,0,68,2
153491,"2003-10-01","""FGDC""",1450,5,130,5
153501,"2015-05-01","""ISO""",18,1,54,1
153543,"2005-12-01","""FGDC""",157,4,64,4
153554,"","""ISO""",63,1,,0
153566,"2006-03-01","""ISO""",,0,74,2
153569,"2013-11-01","""ISO""",41,1,22,1
153571,"2015-02-01","""FGDC""",750,15,630,15
153585,"2014-08-01","""ISO""",121,1,,0
153635,"2013-07-01","""ISO""",,0,,0
